96	0.06	86	0.055
91	0.045	88	0.0625
93	0.0488	71	0.05
94	0.0525	76	0.08
105	0.0588	79	0.045
110	0.0463	78	0.0725
103	0.0438	90	0.0525
101	0.0575	85	0.0775
100	0.05	80	0.06
104	0.04	74	0.065
109	0.055	73	0.0575
108	0.0513	89	0.07
106	0.0475	84	0.04
95	0.0413	81	0.075
90	0.0538	83	0.0475
98	0.0563	70	0.0675
99	0.0425	75	0.0425
