eta_1,eta_2,gam_1,gam_2,c_i,c_o,eps_lam,c_lam,del_0,stp,mdl_typ,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
0.01,0.83,0.51,1.81,1,2,0.94,1.07,0.01,0,6,0.46732,0.46711,0.46739,0.46671,0.46705,0.46665,0.4668,0.46706,0.4667,0.46698,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.01,0.83,0.51,1.81,1,2,0.94,1.07,0.01,1,1,0.46729,0.46708,0.46737,0.46668,0.46702,0.46661,0.46676,0.46702,0.46666,0.46695,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.01,0.83,0.51,1.81,1,2,0.94,1.07,0.01,1,2,0.46732,0.46711,0.4674,0.46672,0.46705,0.46665,0.4668,0.46706,0.4667,0.46698,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.01,0.83,0.51,1.81,1,2,0.94,1.07,0.01,1,3,0.4673,0.46708,0.46737,0.46668,0.46703,0.46662,0.46677,0.46703,0.46667,0.46696,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.01,0.83,0.51,1.81,1,2,0.94,1.07,0.01,1,4,0.46732,0.46711,0.4674,0.46672,0.46705,0.46665,0.4668,0.46706,0.4667,0.46698,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.01,0.83,0.51,1.81,1,2,0.94,1.07,0.01,1,5,0.46732,0.46711,0.4674,0.46672,0.46705,0.46665,0.4668,0.46706,0.4667,0.46698,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.01,0.83,0.51,1.81,1,2,0.94,1.07,0.01,1,6,0.46732,0.46711,0.4674,0.46672,0.46705,0.46665,0.4668,0.46706,0.4667,0.46698,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,0,1,0.4363,0.42925,0.12087,0.31765,0.27727,0.44613,0.34484,0.16229,0.20384,0.22666,1,1,0.56805,1,0.73495,1,1,0.59622,1,1,0,0,1,0,1,0,0,1,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,0,2,0.44883,0.42567,0.28136,0.40563,0.41888,0.42921,0.41586,0.39026,0.3891,0.41492,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,0,3,0.4503,0.42616,0.17695,0.42384,0.42448,0.42746,0.42195,0.32949,0.33318,0.43614,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,0,4,0.43578,0.42487,0.21712,0.32813,0.40094,0.44557,0.41149,0.16206,0.31322,0.23477,1,1,1,1,1,1,1,0.5933,1,1,0,0,0,0,0,0,0,1,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,0,5,0.44883,0.42567,0.19505,0.38807,0.41888,0.42921,0.40202,0.38434,0.37095,0.41492,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,0,6,0.44882,0.42567,0.22279,0.40559,0.41887,0.4292,0.41582,0.3141,0.34696,0.41491,1,1,1,1,1,1,1,0.7062,1,1,0,0,0,0,0,0,0,1,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,1,1,0.42381,0.41269,0.029725,0.39909,0.2284,0.31036,0.41952,0.37611,0.40893,0.42016,1,1,0.10489,1,0.59327,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,1,2,0.44369,0.42165,0.4322,0.41707,0.41682,0.43038,0.4426,0.43442,0.42114,0.42711,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,1,3,0.42957,0.40959,0.42915,0.40281,0.41073,0.42654,0.43373,0.42467,0.41729,0.41598,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,1,4,0.43194,0.42231,0.032022,0.40838,0.41505,0.31981,0.43399,0.3811,0.42894,0.42953,1,1,0.10399,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,1,5,0.44369,0.42165,0.4322,0.41707,0.41682,0.43038,0.4426,0.43442,0.42114,0.42711,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.2,0.79,1.63,2,3,0.76,1.38,0.09,1,6,0.44369,0.42165,0.4322,0.41707,0.41682,0.43038,0.4426,0.43442,0.42114,0.42711,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,0,1,0.34414,0.3479,0.36536,0.33036,0.35518,0.32163,0.33858,0.35443,0.32058,0.35173,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,0,2,0.36115,0.33747,0.33844,0.32187,0.33308,0.31287,0.32543,0.34291,0.31973,0.3352,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,0,3,0.35852,0.35304,0.36741,0.33443,0.33755,0.32605,0.33647,0.35263,0.32364,0.35436,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,0,4,0.34722,0.35376,0.37267,0.33429,0.3617,0.32449,0.34335,0.36094,0.32343,0.35805,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,0,5,0.36229,0.35472,0.37394,0.33529,0.36168,0.32553,0.34441,0.3619,0.32448,0.35895,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,0,6,0.36229,0.35472,0.37394,0.33529,0.36168,0.32553,0.34441,0.3619,0.32448,0.35895,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,1,1,0.3574,0.35467,0.37381,0.3349,0.36271,0.32493,0.34409,0.36195,0.32387,0.35903,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,1,2,0.35932,0.33753,0.33791,0.32186,0.33303,0.31285,0.32542,0.34289,0.31971,0.33519,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,1,3,0.35123,0.35031,0.36592,0.32949,0.333,0.32003,0.33177,0.34988,0.31742,0.35186,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,1,4,0.35739,0.35466,0.3738,0.3349,0.3627,0.32492,0.34409,0.36194,0.32387,0.35903,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,1,5,0.35754,0.35481,0.37398,0.33504,0.36295,0.3251,0.34427,0.3621,0.32405,0.35913,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.03,0.59,0.09,1.85,4,2,0.85,1.94,0.62,1,6,0.35754,0.35481,0.37398,0.33504,0.36295,0.3251,0.34427,0.3621,0.32405,0.35913,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,0,1,0.39364,0.37627,0.39572,0.35776,0.36169,0.35238,0.35715,0.37189,0.35187,0.3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,0,2,0.37786,0.38355,0.40358,0.36305,0.36639,0.35521,0.36704,0.37825,0.36079,0.38011,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,0,3,0.37453,0.37867,0.3956,0.36079,0.36342,0.35426,0.36272,0.3754,0.35377,0.37622,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,0,4,0.39365,0.37628,0.39572,0.35776,0.36169,0.35239,0.35715,0.37189,0.35187,0.3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,0,5,0.39365,0.37628,0.39572,0.35776,0.36169,0.35239,0.35715,0.37189,0.35187,0.3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,0,6,0.39365,0.37628,0.39572,0.35776,0.36169,0.35239,0.35715,0.37189,0.35187,0.3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,1,1,0.39364,0.37627,0.39572,0.35776,0.36169,0.35238,0.35715,0.37189,0.35187,0.3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,1,2,0.37786,0.38355,0.40357,0.36305,0.36639,0.3552,0.36704,0.37825,0.36078,0.3801,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,1,3,0.37453,0.37867,0.3956,0.36079,0.36342,0.35426,0.36272,0.3754,0.35377,0.37622,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,1,4,0.39365,0.37628,0.39573,0.35776,0.36169,0.35239,0.35715,0.37189,0.35187,0.3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,1,5,0.39365,0.37628,0.39573,0.35776,0.36169,0.35239,0.35715,0.37189,0.35187,0.3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.09,0.29,0.01,1.6,0,3,0.57,1.88,0.51,1,6,0.39365,0.37628,0.39573,0.35776,0.36169,0.35239,0.35715,0.37189,0.35187,0.3735,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,0,1,0.089496,0.18172,0.26666,0.032846,0.35625,0.23913,0.35469,0.16962,0.14256,0.050751,0.14009,1,1,0.18096,1,1,1,1,1,0.16847,1,0,0,1,0,0,0,0,0,1
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,0,2,0.30222,0.21797,0.28951,0.27662,0.24765,0.29249,0.28108,0.32748,0.23642,0.25941,1,0.9843,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,0,3,0.20599,0.12677,0.1777,0.13995,0.19877,0.13874,0.21683,0.24666,0.15941,0.15702,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,0,4,0.089354,0.18149,0.26887,0.03271,0.35617,0.23909,0.35469,0.16943,0.14247,0.050565,0.13927,1,1,0.1799,1,1,1,1,1,0.16748,1,0,0,1,0,0,0,0,0,1
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,0,5,0.194,0.15232,0.29735,0.1063,0.3769,0.26851,0.35796,0.30625,0.16503,0.082625,0.50493,1,1,1,1,1,1,1,1,0.26846,1,0,0,0,0,0,0,0,0,1
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,0,6,0.194,0.14963,0.29735,0.1063,0.3769,0.26851,0.35796,0.32644,0.16503,0.11684,0.50493,1,1,1,1,1,1,1,1,0.49424,1,0,0,0,0,0,0,0,0,1
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,1,1,0.024899,0.26855,0.25928,0.19631,0.33665,0.26211,0.31074,0.2733,0.010156,0.31742,0.095699,1,1,1,1,1,1,1,0.062712,1,1,0,0,0,0,0,0,0,1,0
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,1,2,0.29084,0.24594,0.30083,0.29173,0.25217,0.27774,0.23509,0.35336,0.23662,0.2825,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,1,3,0.24413,0.21263,0.21728,0.17706,0.19059,0.19248,0.21659,0.29205,0.1751,0.21933,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,1,4,0.024558,0.26849,0.25927,0.19627,0.33654,0.26211,0.31067,0.27317,0.010004,0.31739,0.094838,1,1,1,1,1,1,1,0.062147,1,1,0,0,0,0,0,0,0,1,0
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,1,5,0.024827,0.29335,0.28516,0.22297,0.38547,0.26211,0.36148,0.30696,0.019835,0.3268,0.094838,1,1,1,1,1,1,1,0.062147,1,1,0,0,0,0,0,0,0,1,0
0.02,0.88,0.48,1.78,1,1,1.79,0.88,0.84,1,6,0.074871,0.29335,0.28516,0.22297,0.38547,0.26211,0.36148,0.30696,0.019835,0.3268,0.094838,1,1,1,1,1,1,1,0.062147,1,1,0,0,0,0,0,0,0,1,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,0,1,0.25505,0.14051,0.10968,0.13495,0.16202,0.16608,0.13617,0.12051,0.044246,0.13156,1,1,1,1,1,1,1,0.52251,0.18942,1,0,0,0,0,0,0,0,1,1,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,0,2,0.23839,0.31252,0.19091,0.2859,0.26489,0.26356,0.23218,0.38112,0.25452,0.30534,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,0,3,0.19216,0.15903,0.14414,0.13197,0.13056,0.15016,0.12639,0.25871,0.12152,0.2146,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,0,4,0.25356,0.20094,0.10982,0.14414,0.16774,0.16057,0.13291,0.23595,0.11903,0.16194,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,0,5,0.25309,0.19165,0.11875,0.13959,0.17406,0.15528,0.13363,0.25599,0.1165,0.22647,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,0,6,0.2682,0.19903,0.10216,0.10478,0.18204,0.16865,0.12661,0.27536,0.14074,0.23928,1,1,1,0.57436,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,1,1,0.22014,0.18481,0.13049,0.11631,0.091932,0.15127,0.16686,0.19995,0.098875,0.18354,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,1,2,0.23174,0.30679,0.2613,0.28169,0.27053,0.26283,0.23593,0.37026,0.26131,0.32272,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,1,3,0.19421,0.15445,0.14384,0.13327,0.1305,0.14839,0.12702,0.24773,0.1646,0.2124,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,1,4,0.22478,0.19213,0.13536,0.11825,0.09568,0.15379,0.16977,0.20084,0.10265,0.18809,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,1,5,0.2269,0.1868,0.14469,0.11672,0.095756,0.16086,0.179,0.19543,0.11055,0.1864,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.02,0.24,0.62,1.72,2,3,2.53,0.26,0.87,1,6,0.21483,0.20111,0.13896,0.12388,0.12662,0.16544,0.17491,0.22757,0.11877,0.19993,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,0,1,0.36106,0.35977,0.36159,0.35758,0.35895,0.35712,0.35785,0.35943,0.35744,0.35914,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,0,2,0.44453,0.44504,0.44696,0.44273,0.44353,0.44215,0.44337,0.44419,0.44258,0.44438,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,0,3,0.40722,0.40691,0.40879,0.40465,0.40558,0.40417,0.4052,0.40644,0.4045,0.40626,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,0,4,0.42883,0.42644,0.4298,0.42238,0.42491,0.42153,0.42287,0.4258,0.42212,0.42526,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,0,5,0.42883,0.42644,0.4298,0.42238,0.42491,0.42153,0.42287,0.4258,0.42212,0.42526,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,0,6,0.44453,0.44504,0.44696,0.44273,0.44353,0.44215,0.44337,0.44419,0.44258,0.44438,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,1,1,0.44956,0.44683,0.45067,0.4422,0.44509,0.44122,0.44276,0.4461,0.4419,0.44548,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,1,2,0.44621,0.4472,0.45101,0.44263,0.44422,0.44149,0.44389,0.44553,0.44233,0.4459,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,1,3,0.4476,0.44695,0.45082,0.44231,0.44422,0.44135,0.44346,0.44599,0.44201,0.44563,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,1,4,0.44955,0.44682,0.45067,0.44219,0.44509,0.44122,0.44276,0.4461,0.4419,0.44548,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,1,5,0.44955,0.44682,0.45067,0.44219,0.44509,0.44122,0.44276,0.4461,0.4419,0.44548,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.07,0.57,0.04,1.75,4,1,1.88,0.2,0.12,1,6,0.44621,0.4472,0.45101,0.44263,0.44422,0.44149,0.44389,0.44553,0.44233,0.4459,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,0,1,0.40478,0.39042,0.40642,0.37489,0.37875,0.37017,0.37454,0.38663,0.37101,0.38733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,0,2,0.38941,0.39495,0.41054,0.37832,0.38272,0.37133,0.38205,0.39086,0.37487,0.39273,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,0,3,0.38847,0.39219,0.40732,0.37657,0.3791,0.37124,0.37849,0.38869,0.3725,0.38919,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,0,4,0.40478,0.39042,0.40642,0.37489,0.37876,0.37017,0.37454,0.38664,0.37101,0.38733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,0,5,0.40478,0.39042,0.40642,0.37489,0.37876,0.37017,0.37454,0.38664,0.37101,0.38733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,0,6,0.40478,0.39042,0.40642,0.37489,0.37876,0.37017,0.37454,0.38664,0.37101,0.38733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,1,1,0.40478,0.39042,0.40642,0.37489,0.37875,0.37017,0.37454,0.38664,0.37101,0.38733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,1,2,0.38941,0.39495,0.41054,0.37832,0.38272,0.37132,0.38205,0.39086,0.37487,0.39272,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,1,3,0.38847,0.39219,0.40732,0.37657,0.3791,0.37124,0.37849,0.38869,0.3725,0.38919,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,1,4,0.40478,0.39043,0.40642,0.37489,0.37876,0.37017,0.37454,0.38664,0.37102,0.38733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,1,5,0.40478,0.39043,0.40642,0.37489,0.37876,0.37017,0.37454,0.38664,0.37102,0.38733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.1,0.42,0.07,1.66,0,3,2.35,0.01,0.43,1,6,0.40478,0.39043,0.40642,0.37489,0.37876,0.37017,0.37454,0.38664,0.37102,0.38733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,0,1,0.049185,0.33655,0.13228,0.090112,0.13985,0.15968,0.15515,0.33215,0.16268,0.075667,0.0767,1,0.63538,0.45354,0.55465,1,1,1,1,0.30663,1,0,1,1,1,0,0,0,0,1
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,0,2,0.33383,0.32487,0.30188,0.28119,0.27943,0.2865,0.28068,0.29894,0.2779,0.30512,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,0,3,0.32154,0.30537,0.29258,0.27049,0.275,0.19069,0.26472,0.28553,0.26469,0.31738,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,0,4,0.049185,0.33655,0.13228,0.090112,0.13985,0.15968,0.15515,0.33215,0.16268,0.075667,0.0767,1,0.63538,0.45354,0.55465,1,1,1,1,0.30663,1,0,1,1,1,0,0,0,0,1
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,0,5,0.049084,0.32569,0.2621,0.28213,0.24805,0.22885,0.27757,0.30964,0.21991,0.075459,0.076243,1,1,1,1,0.84612,1,1,0.87423,0.30481,1,0,0,0,0,1,0,0,1,1
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,0,6,0.058829,0.32114,0.25677,0.27886,0.24982,0.24802,0.26182,0.30722,0.28345,0.2425,0.14802,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,1,1,0.29158,0.27882,0.27834,0.24691,0.26281,0.26781,0.28741,0.30038,0.28017,0.28111,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,1,2,0.30837,0.30331,0.29935,0.26965,0.27242,0.27445,0.29273,0.32743,0.27636,0.32413,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,1,3,0.28222,0.28479,0.29291,0.25441,0.25877,0.25925,0.26776,0.30352,0.26015,0.28404,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,1,4,0.29158,0.27882,0.27834,0.24691,0.26281,0.26781,0.28741,0.30038,0.28017,0.28111,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,1,5,0.3087,0.29603,0.28362,0.26962,0.28263,0.27479,0.30436,0.3221,0.29242,0.30195,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.08,0.72,0.71,1.47,1,3,3,1.63,0.37,1,6,0.32708,0.29732,0.27252,0.26625,0.29001,0.26699,0.27932,0.32312,0.254,0.31428,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.06,0.44,0.65,1.32,3,2,2.72,1.25,0.15,0,1,0.42324,0.40239,0.38334,0.39041,0.3967,0.37705,0.34499,0.39713,0.39627,0.38833,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.06,0.44,0.65,1.32,3,2,2.72,1.25,0.15,0,2,0.42012,0.40322,0.38959,0.38638,0.39201,0.38939,0.39156,0.40093,0.38792,0.40291,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.06,0.44,0.65,1.32,3,2,2.72,1.25,0.15,0,3,0.40745,0.40269,0.38386,0.3846,0.39372,0.38658,0.39357,0.40327,0.38883,0.40184,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.06,0.44,0.65,1.32,3,2,2.72,1.25,0.15,0,4,0.41807,0.4003,0.36873,0.38222,0.38914,0.37814,0.38677,0.40267,0.3921,0.40238,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.06,0.44,0.65,1.32,3,2,2.72,1.25,0.15,0,5,0.41485,0.3997,0.39835,0.38587,0.39597,0.38832,0.39096,0.40739,0.38818,0.40302,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0.06,0.44,0.65,1.32,3,2,2.72,1.25,0.15,0,6,0.42012,0.40322,0.38959,0.38638,0.39201,0.38939,0.39156,0.40093,0.38792,0.40291,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
