2,0.02,43,1.15
2,0.02,20,1.02
2,0.02,10,1.27
2,0.02,25,1.33
2,0.02,28,1.05
1,0.07,23,1.4
1,0.07,13,1.1
1,0.07,15,1.18
1,0.07,18,1.25
1,0.07,40,1.38
1,0.07,50,1.13
1,0.07,35,1.08
1,0.07,33,1.35
1,0.07,30,1.2
1,0.07,38,1.0
1,0.07,48,1.3
1,0.07,45,1.22
1,0.07,43,1.15
1,0.07,20,1.02
1,0.07,10,1.27
1,0.07,25,1.33
1,0.07,28,1.05
2,0.08,23,1.4
2,0.08,13,1.1
2,0.08,15,1.18
2,0.08,18,1.25
2,0.08,40,1.38
2,0.08,50,1.13
2,0.08,35,1.08
2,0.08,33,1.35
2,0.08,30,1.2
2,0.08,38,1.0
2,0.08,48,1.3
2,0.08,45,1.22
2,0.08,43,1.15
2,0.08,20,1.02
2,0.08,10,1.27
2,0.08,25,1.33
2,0.08,28,1.05
2,0.02,23,1.4
2,0.02,13,1.1
2,0.02,15,1.18
2,0.02,18,1.25
2,0.02,40,1.38
2,0.02,50,1.13
2,0.02,35,1.08
2,0.02,33,1.35
2,0.02,30,1.2
2,0.02,38,1.0
2,0.02,48,1.3
2,0.02,45,1.22
2,0.02,43,1.15
2,0.02,20,1.02
2,0.02,10,1.27
2,0.02,25,1.33
2,0.02,28,1.05
