0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,0,1,0.26225,0.194,0.17592,0.14875,0.13822,0.17805,0.18541,0.21008,0.1198,0.21884,0.27839,0.038415,0.053782,0.24486,0.052684,0.068749,0.10397,0.067851,0.059369,0.81301
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,0,2,0.30821,0.29819,0.28312,0.27793,0.27263,0.21716,0.28275,0.31563,0.22824,0.29884,0.66523,0.72684,0.94123,0.38756,0.55896,0.38942,0.90313,0.40441,0.38678,0.38913
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,0,3,0.24905,0.21633,0.21198,0.17456,0.20392,0.1684,0.20148,0.27064,0.16558,0.24889,0.1041,0.10758,0.7491,0.50796,0.18869,0.50199,0.15734,0.12122,0.60291,0.10689
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,0,4,0.26197,0.1932,0.17596,0.14862,0.13834,0.17733,0.18713,0.21021,0.11993,0.2195,0.60844,0.82249,0.45357,0.90292,0.38607,0.21904,0.37637,0.21816,0.20984,0.20817
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,0,5,0.25932,0.19324,0.1762,0.14903,0.13877,0.17853,0.18458,0.20466,0.1205,0.21839,0.66213,0.8462,0.49736,0.93534,0.42731,0.26313,0.42741,0.4085,0.25421,0.25274
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,0,6,0.25418,0.19483,0.17886,0.15114,0.14386,0.18115,0.18421,0.19521,0.12179,0.2142,0.29712,0.64332,0.63391,0.97747,0.4857,0.30829,0.47188,0.30682,0.29849,0.298
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,1,1,0.23584,0.19095,0.17725,0.15439,0.13998,0.15204,0.18696,0.20241,0.12181,0.21137,1,0.9997,0.068114,0.49622,0.066122,0.80631,0.038339,0.99582,0.077574,1
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,1,2,0.30906,0.29879,0.283,0.27759,0.27303,0.21691,0.28194,0.31574,0.22817,0.29904,0.98342,0.98488,0.984,0.97208,0.9872,0.97945,0.96946,0.98924,0.39564,0.98837
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,1,3,0.24899,0.21632,0.21226,0.17469,0.20424,0.16842,0.20223,0.27063,0.16581,0.24889,1,1,1,1,1,1,1,1,0.9997,1
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,1,4,0.23601,0.19184,0.17772,0.1544,0.14059,0.15267,0.18612,0.20183,0.12235,0.21152,0.97004,0.97324,0.21629,1,0.97266,1,0.96946,0.97615,0.99971,0.2222
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,1,5,0.23666,0.19242,0.17814,0.1541,0.14435,0.15317,0.18611,0.20126,0.12387,0.21059,0.97208,0.97499,0.97295,1,0.97441,1,0.96946,0.26292,1,0.26612
0.2,0.27,0.4,1.2,4,3,2.07,0.94,0.9,1,6,0.23326,0.19035,0.17796,0.15357,0.14441,0.14904,0.18506,0.20165,0.12256,0.19511,0.30839,0.97644,0.97441,1,0.97557,0.97063,0.96946,0.30713,1,0.45526
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,0,1,0.19897,0.25372,0.24191,0.22508,0.052035,0.21756,0.18031,0.32222,0.21584,0.32101,0.14086,0.014465,0.021947,0.014465,0.90912,0.014665,0.052474,0.007482,0.07901,0.007482
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,0,2,0.2535,0.22861,0.23174,0.19164,0.11377,0.14812,0.10688,0.25305,0.12399,0.19277,0.05191,0.10186,0.15211,0.15299,0.14838,0.15377,0.73232,0.05191,0.15309,0.15406
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,0,3,0.27466,0.26599,0.2825,0.2359,0.24725,0.22882,0.24729,0.27295,0.22202,0.27781,0.027452,0.027352,0.027352,0.027352,0.027352,0.027551,0.69594,0.02775,0.027352,0.027352
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,0,4,0.19872,0.25371,0.24189,0.22506,0.050752,0.21755,0.18025,0.32222,0.21581,0.32101,0.13835,0.014207,0.021556,0.014207,0.89291,0.014403,0.051538,0.0073486,0.077601,0.0073486
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,0,5,0.34604,0.25436,0.24189,0.22573,0.050752,0.21823,0.18025,0.32319,0.21581,0.32101,0.0073486,0.058789,0.021556,0.058789,0.89291,0.058985,0.051538,0.0073486,0.077601,0.0073486
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,0,6,0.34604,0.25436,0.23776,0.22573,0.144,0.21823,0.19183,0.32319,0.21,0.32099,0.0073486,0.058789,0.066627,0.058789,0.57829,0.058985,0.19469,0.0073486,0.26416,0.0073486
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,1,1,0.34517,0.25372,0.035182,0.22508,0.15012,0.21756,0.23851,0.2882,0.15562,0.32103,0.0074709,0.014444,0.9997,0.014444,0.014444,0.99701,0.0074709,0.0074709,0.014444,0.0074709
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,1,2,0.23116,0.22854,0.22504,0.1915,0.12033,0.14793,0.10671,0.16493,0.12862,0.19263,0.15206,0.10085,0.99942,0.99913,0.99855,0.15196,0.14692,0.09552,0.99855,0.99913
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,1,3,0.27466,0.26599,0.2825,0.2359,0.24725,0.22881,0.24733,0.27295,0.22202,0.27781,1,0.9997,1,0.9994,0.9997,0.99911,0.027336,0.9997,0.99911,1
0.18,0.9,0.12,1.38,2,1,2.25,0.63,0.82,1,4,0.34517,0.2537,0.034848,0.22505,0.15007,0.21753,0.23849,0.2882,0.15557,0.32104,0.0072731,0.99796,0.15758,0.014061,0.014061,0.99709,0.0072731,0.0072731,0.014061,0.0072731
